Este(m);Norte(m);Cota(m);Al(%);Fe(%);Campana
6799.99;1486.52;1358.35;1.79;60.7;CHIST
6799.99;1492.25;1350.16;1.56;58.09;CHIST
6799.99;1497.76;1342.3;1.69;51.29;CHIST
6799.99;1503.26;1334.44;0.36;68.93;CHIST
6799.99;1509;1326.24;0.35;69.05;CHIST
6799.99;1513.07;1320.43;0.46;68.68;CHIST
6799.99;1516;1316.25;0.72;67.77;CHIST
6799.99;1520.16;1310.31;2.64;57.46;CHIST
6799.99;1525.46;1302.73;0.46;66.18;CHIST
6799.99;1528.93;1297.78;0.49;67.87;CHIST
6799.99;1532.4;1292.82;1.25;56.69;CHIST
6799.99;1535.39;1288.56;1.25;56.69;CHIST
6799.99;1538.37;1284.3;1.04;55.51;CHIST
6799.99;1541.38;1280;1.04;55.51;CHIST
6712.09;1453.26;1374.05;1.17;66.29;CHIST
6712.09;1458.26;1365.39;1.95;65.01;CHIST
6712.09;1463.26;1356.73;1.13;64.59;CHIST
6712.09;1466.29;1351.47;1.07;64.56;CHIST
6712.09;1469.33;1346.21;1.75;54.98;CHIST
6712.09;1472.53;1340.67;1.75;54.98;CHIST
6712.09;1475.73;1335.13;0.56;67.73;CHIST
6712.09;1480.73;1326.47;0.37;67.97;CHIST
6712.09;1485.73;1317.81;0.3;69.04;CHIST
6712.09;1490.73;1309.15;0.44;68.58;CHIST
6712.09;1494.88;1301.96;0.66;68.15;CHIST
6712.09;1498.17;1296.26;1.42;63.09;CHIST
6712.09;1502.13;1289.4;0.3;43.71;CHIST
6712.15;1348.69;1379.56;3.09;55.73;CNEW
6712.15;1351.92;1373.98;3.09;55.73;CNEW
6712.15;1355.14;1368.39;1.41;51.62;CNEW
6712.15;1357.67;1364.02;1.41;51.62;CNEW
6712.15;1360.19;1359.65;1.67;50.09;CNEW
6712.15;1362.82;1355.1;1.67;50.09;CNEW
6712.15;1365.44;1350.55;0.9;58.41;CNEW
6712.15;1370.44;1341.89;0.48;54.97;CNEW
6712.15;1373.79;1336.09;0.37;52.32;CNEW
6712.15;1376.88;1330.74;0.26;50.83;CNEW
6711.48;1341.76;1379.63;1.07;66.19;CNEW
6711.48;1336.76;1370.97;1.08;66.83;CNEW
6711.48;1333.24;1364.86;1.4;67.09;CNEW
6711.48;1331.21;1361.35;3.11;65.71;CNEW
6711.48;1326.34;1352.91;3.81;51.28;CNEW
6711.48;1321.34;1344.25;4.54;55.87;CNEW
6711.48;1316.34;1335.59;2.51;44.81;CNEW
6711.48;1311.34;1326.93;4.74;54.05;CNEW
6711.48;1306.34;1318.27;5.02;51.63;CNEW
6711.48;1303.11;1312.68;2.66;56.7;CNEW
6711.48;1300.15;1307.55;0.87;57.95;CNEW
6711.48;1295.41;1299.35;0.68;45.53;CNEW
6711.48;1291.79;1293.07;1.55;44.27;CNEW
6716.53;1286.67;1385.31;8.45;54.76;CNEW
6716.53;1280.97;1375.44;3.47;64.94;CNEW
6716.53;1278.13;1370.52;3.47;64.94;CNEW
6716.53;1275.85;1366.56;1.4;65.73;CNEW
6716.53;1269.07;1354.83;4.06;54.34;CNEW
6716.53;1264.27;1346.51;0.65;61.44;CNEW
6716.53;1259.27;1337.85;0.52;52.98;CNEW
6716.53;1254.55;1329.67;0.76;55.65;CNEW
6716.53;1250.07;1321.92;0.74;47.83;CNEW
6800.05;1296.7;1374.16;0.75;68.7;CNEW
6800.05;1293.6;1368.8;0.74;68.78;CNEW
6800.05;1290.5;1363.43;4.73;62.25;CNEW
6800.05;1286.97;1357.32;4.67;62.2;CNEW
6800.05;1283.45;1351.21;1.09;60.22;CNEW
6800.05;1278.45;1342.55;1.26;61.75;CNEW
6800.05;1273.45;1333.89;1.1;57.63;CNEW
6800.05;1270.15;1328.18;1.03;55.77;CNEW
6800.05;1266.85;1322.46;2.68;59.33;CNEW
6800.05;1264.15;1317.79;2.68;59.33;CNEW
6800.05;1262.56;1315.04;0.52;47.37;CNEW
6901;1368.93;1363.91;2.28;65.53;CNEW
6901;1373.93;1355.25;0.38;67.4;CNEW
6901;1378.93;1346.59;1.14;66.28;CNEW
6901;1382.43;1340.53;1.16;66.26;CNEW
6901;1386.25;1333.92;0.73;64.02;CNEW
6901;1396.37;1316.39;0.73;64.45;CNEW
6901;1400.14;1309.87;0.75;44.97;CNEW
6901;1403.8;1303.53;1.37;37.52;CNEW
6901;1411.08;1290.9;2.18;39.8;CNEW
6901;1413.62;1286.51;2.18;39.8;CNEW
6901;1416.86;1280.9;1.98;38.65;CNEW
6901;1419.73;1275.92;1.98;38.65;CNEW
6899.32;1337.67;1376.98;5.94;60.26;CNEW
6899.32;1332.73;1368.43;1.3;67.13;CNEW
6899.32;1327.87;1360.01;1.84;65.02;CNEW
6899.32;1323.01;1351.59;0.67;55.26;CNEW
6899.32;1318.95;1344.55;0.57;58.04;CNEW
6899.32;1315.51;1338.6;0.92;54.34;CNEW
6899.32;1311.05;1330.87;1.23;55.29;CNEW
7199.98;1574.49;1453.83;0.9;53.4;CNEW
6899.32;1304.86;1320.15;1.34;41.24;CNEW
6899.32;1301.26;1313.92;0.89;46.5;CNEW
6900.28;1276.6;1381.85;3.18;65.36;CNEW
6900.28;1272.82;1375.32;2.15;65.83;CNEW
6900.28;1268.82;1368.39;0.98;53.8;CNEW
6900.28;1265.85;1363.24;0.98;53.8;CNEW
6900.28;1263.65;1359.42;0.5;68.67;CNEW
6900.28;1260.41;1353.82;3.2;56.93;CNEW
6900.28;1257.03;1347.97;0.22;38.45;CNEW
6999.97;1292.42;1395.39;1.2;66.39;CNEW
6999.97;1289.21;1389.82;0.45;62.74;CNEW
6999.97;1284.75;1382.09;1.78;60.73;CNEW
6999.97;1281.81;1377;0.63;61.25;CNEW
6999.97;1278.87;1371.92;0.98;48.23;CNEW
6999.97;1273.87;1363.26;2.41;35.64;CNEW
6999.97;1271.08;1358.43;2.41;35.64;CNEW
6999.97;1269.68;1356;0.4;45.02;CNEW
7009.99;1429.02;1391.75;1.15;54.37;CNEW
7009.99;1433.61;1383.81;0.3;56.1;CNEW
7009.99;1443.84;1366.07;0.49;44.59;CHIST
7009.99;1448.63;1357.78;0.2;46.97;CHIST
7009.99;1453.52;1349.32;0.75;53.58;CHIST
7009.99;1456.21;1344.66;0.75;53.58;CHIST
7009.99;1458.83;1340.11;0.44;48.03;CHIST
7009.99;1463.9;1331.35;0.91;56.48;CHIST
7009.99;1466.42;1326.97;0.91;56.48;CHIST
7009.99;1468.94;1322.6;0.33;45.87;CHIST
7009.99;1472.78;1315.95;0.36;50.54;CHIST
7399.75;1380.94;1441.33;1.11;64.48;CNEW
7399.75;1375.94;1432.67;1.67;66.34;CNEW
7399.75;1370.94;1424.01;2.55;64.73;CNEW
7399.75;1368.31;1419.46;2.63;64.58;CNEW
7399.75;1365.69;1414.92;2.55;61.19;CNEW
7399.75;1363.04;1410.33;2.55;61.19;CNEW
7399.75;1360.39;1405.74;1.64;57.64;CNEW
7399.75;1355.39;1397.08;2.36;60.51;CNEW
7399.75;1350.39;1388.42;2.01;57.09;CNEW
7399.75;1347.86;1384.04;1.98;56.77;CNEW
7399.75;1345.34;1379.67;1.07;47.95;CNEW
7399.75;1340.34;1371.01;0.78;42.2;CNEW
7399.75;1337.81;1366.64;0.74;41.45;CNEW
7399.75;1336.31;1364.04;2.12;37.45;CNEW
7120.04;1362.53;1404.33;1.25;65.09;CNEW
7120.04;1357.57;1395.74;2.53;64.61;CNEW
7120.04;1352.61;1387.14;2.06;66.99;CNEW
7120.04;1347.61;1378.48;1.53;66.34;CNEW
7120.04;1342.61;1369.82;1.22;63.69;CNEW
7120.04;1339.52;1364.47;1.16;62.35;CNEW
7120.04;1336.43;1359.13;0.68;60.99;CNEW
7120.04;1332.26;1351.9;0.7;54.56;CNEW
7120.04;1329.47;1347.07;0.24;43.87;CNEW
7199.98;1565.23;1469.87;1.9;63.43;CHIST
7199.98;1569.06;1463.22;2.06;66.34;CHIST
7199.98;1571.78;1458.52;2.06;66.34;CHIST
7199.98;1574.49;1453.83;0.9;53.14;CHIST
7199.98;1577.94;1447.85;0.9;53.14;CHIST
7199.98;1581.39;1441.87;0.49;30.84;CHIST
7199.98;1586.39;1433.21;0.21;35.39;CHIST
7199.98;1589.95;1427.04;0.11;36.94;CHIST
7199.98;1593.52;1420.87;1.81;43.29;CHIST
7199.98;1596.88;1415.05;1.81;43.29;CHIST
7199.98;1600.24;1409.23;0.8;53.04;CHIST
7199.98;1605.24;1400.56;0.39;54.18;CHIST
7199.98;1608.06;1395.67;0.34;54.31;CHIST
7199.98;1609.46;1393.25;0.13;42.2;CHIST
7280.94;1581.65;1477.23;1;64.61;CHIST
7280.94;1586.25;1469.26;0.84;66.93;CHIST
7280.94;1591.25;1460.6;1.45;64.39;CHIST
7280.94;1595.57;1453.11;0.48;62.03;CHIST
7280.94;1599.9;1445.62;0.81;55.38;CHIST
7280.94;1604.9;1436.96;0.17;53.66;CHIST
7280.94;1608;1431.59;0.17;53.65;CHIST
7280.94;1610.36;1427.5;0.34;43.91;CHIST
7014.38;1511.16;1357.31;1.42;42.88;CHIST
7015.58;1513.64;1347.7;1.86;58.41;CHIST
7016.69;1515.99;1338.64;1.25;60.66;CHIST
7017.73;1518.32;1329.75;1.03;63.23;CHIST
7018.61;1520.4;1321.86;1.21;59.53;CHIST
7019.54;1522.61;1313.84;1.25;48.16;CHIST
7020.64;1525.32;1304.28;1.27;41.85;CHIST
7021.73;1528.03;1294.71;1.26;35.95;CHIST
7022.84;1530.9;1285.2;1.05;37.33;CHIST
7023.91;1533.79;1275.69;0.74;35.94;CHIST
7024.86;1536.3;1267.44;0.7;34.13;CHIST
